China,Shanghai,,www.google.com,IPQ
China,Shanghai,,www.google.com.hk,IPQ
China,Shanghai,,www.google.com.jp,IPQ
China,Shanghai,,www.google.com.tw,IPQ
China,Shanghai,,www.google.com.uk,IPQ
China,Shanghai,,www.google.com.au,IPQ
China,Shanghai,,www.yahoo.com,IPQ
China,Shanghai,,www.youdao.com,IPQ
China,Shanghai,,www.wikipedia.org,IPQ
China,Shanghai,,www.gougou.com,IPQ
China,Shanghai,,www.baidu.com,IPQ
China,Shanghai,,www.qq.com,IPQ
China,Shanghai,,www.mozilla.com,IPQ
China,Shanghai,,www.adobe.com,IPQ
China,Shanghai,,www.bing.com,IPQ
China,Shanghai,,www.sina.com.cn,IPQ
China,Shanghai,,www.ask.com,IPQ
China,Shanghai,,www.taobao.com,IPQ
China,Shanghai,,www.apple.com,IPQ
China,Shanghai,,www.soso.com,IPQ
China,Shanghai,,www.yahoo.co.jp,IPQ
China,Shanghai,,www.youku.com,IPQ
China,Shanghai,,www.myspace.com,IPQ
China,Shanghai,,www.tudou.com,IPQ
China,Shanghai,,www.fc2.com,IPQ
China,Shanghai,,www.cnet.com,IPQ
China,Shanghai,,www.flickr.com,IPQ
China,Shanghai,,www.go.com,IPQ
China,Shanghai,,www.linkedin.com,IPQ
China,Shanghai,,www.bbc.co.uk,IPQ
China,Shanghai,,www.rakuten.co.jp,IPQ
China,Shanghai,,www.craigslist.org,IPQ
China,Shanghai,,www.hao123.com,IPQ
China,Shanghai,,www.yandex.ru,IPQ
China,Shanghai,,www.mail.ru,IPQ
China,Shanghai,,www.orkut.com.br,IPQ
China,Shanghai,,www.orkut.com,IPQ
China,Shanghai,,www.sogou.com,IPQ
China,Shanghai,,www.4shared.com,IPQ
China,Shanghai,,www.rapidshare.com,IPQ
China,Shanghai,,www.blogger.com,IPQ
China,Shanghai,,www.photobucket.com,IPQ
China,Shanghai,,www.dailymotion.com,IPQ
China,Shanghai,,www.xunlei.com,IPQ
China,Shanghai,,www.ehow.com,IPQ
China,Shanghai,,www.partypoker.com,IPQ
China,Shanghai,,www.alibaba.com,IPQ
China,Shanghai,,www.skype.com,IPQ
China,Shanghai,,www.mediafire.com,IPQ
China,Shanghai,,www.vkontakte.ru,IPQ
China,Shanghai,,www.56.com,IPQ
China,Shanghai,,www.hi5.com,IPQ
China,Shanghai,,www.alipay.com,IPQ
China,Shanghai,,www.mozilla.org,IPQ
China,Shanghai,,www.ku6.com,IPQ
China,Shanghai,,www.sourceforge.net,IPQ
China,Shanghai,,www.espn.go.com,IPQ
China,Shanghai,,www.softonic.com,IPQ
China,Shanghai,,www.hotfile.com,IPQ
China,Shanghai,,www.zynga.com,IPQ
China,Shanghai,,www.news.163.com,IPQ
China,Shanghai,,www.renren.com,IPQ
China,Shanghai,,www.filestube.com,IPQ
China,Shanghai,,www.uol.com.br,IPQ
China,Shanghai,,www.soku.com,IPQ
China,Shanghai,,www.overture.com,IPQ
China,Shanghai,,www.bankofamerica.com,IPQ
China,Shanghai,,www.alasu.edu,IPQ
China,Shanghai,,www.akbible.edu,IPQ
China,Shanghai,,www.albright.edu,IPQ
China,Shanghai,,www.allegheny.edu,IPQ
China,Shanghai,,www.alliant.edu,IPQ
China,Shanghai,,www.alverno.edu,IPQ
China,Shanghai,,www.abcs.edu,IPQ
China,Shanghai,,www.abconline.edu,IPQ
China,Shanghai,,www.artcenter.edu,IPQ
China,Shanghai,,www.stanford.edu,IPQ
China,Shanghai,,www.berkeley.edu,IPQ
China,Shanghai,,www.yale.edu,IPQ
China,Shanghai,,www.msu.edu,IPQ
China,Shanghai,,www.ustc.edu.cn,IPQ
China,Shanghai,,www.fudan.edu.cn,IPQ
China,Shanghai,,www.xjtu.edu.cn,IPQ
China,Shanghai,,www.sjtu.edu.cn,IPQ
China,Shanghai,,www.shift.edu.cn,IPQ
China,Shanghai,,www.usst.edu.cn,IPQ
China,Shanghai,,www.shu.edu.cn,IPQ
China,Shanghai,,www.shufe.edu.cn,IPQ
China,Shanghai,,www.ecnu.edu.cn,IPQ
China,Shanghai,,www.shisu.edu.cn,IPQ
China,Shanghai,,www.bupt.edu.cn,IPQ
China,Shanghai,,www.ruc.edu.cn,IPQ
China,Shanghai,,www.tsinghua.edu.cn,IPQ
China,Shanghai,,www.suda.edu.cn,IPQ
China,Shanghai,,www.njust.edu.cn,IPQ
China,Shanghai,,www.nju.edu.cn,IPQ
China,Shanghai,,www.zju.edu.cn,IPQ
China,Shanghai,,www.ics.com.cn,IPQ
China,Shanghai,,www.scau.edu.cn,IPQ
China,Shanghai,,www.scut.edu.cn,IPQ
China,Shanghai,,www.bbc.com,IPQ
